isqno,postype,post1,post2,front,depth,time,aeroa,surpa,cea,leada,trnga,morala,logsa,momnta,intela,techa,inita,wina,kmda,crit,quala,resa,mobila,aira,fprepa,wxa,terra,leadaa,plana,surpaa,mana,logsaa,fortsa,deepa,duration1,wofa,wofd,terra1,terra2,terra3,wx1,wx2,wx3,wx4,wx5,attacker_str,attacker_instst,attacker_rerp,attacker_cas,attacker_finst,attacker_cav,attacker_tank,attacker_lt,attacker_mbt,attacker_arty,attacker_fly,attacker_ctank,attacker_carty,cfly_x,attacker_pri1,attacker_pri2,attacker_pri3,attacker_sec1,attacker_sec2,attacker_sec3,attacker_reso1,attacker_reso2,attacker_reso3,attacker_ach,defender_str,defender_instst,defender_rerp,defender_cas,defender_finst,defender_cav,defender_tank,defender_lt,defender_mbt,defender_arty,defender_fly,defender_ctank,defender_carty,cfly_y,defender_pri1,defender_pri2,defender_pri3,defender_sec1,defender_sec2,defender_sec3,defender_reso1,defender_reso2,defender_reso3,defender_ach,att_comm1,att_comm2,def_comm1,def_comm2,def_comm3
132,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.4,6.0,R,M,,D,S,T,S,T,46000.0,46000.0,0.0,6000.0,40000.0,6000.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,FF,,,,,,BB,PS,,7,42000.0,42000.0,0.0,13000.0,29000.0,4000.0,0.0,0.0,0.0,78.0,0.0,0.0,20.0,0.0,DO,FF,,,,0,RR,WL,,3,WELLINGTON,Missing,MARMONT,Missing,Missing
133,0,HD,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,R,M,,D,S,T,S,T,79062.0,79062.0,0.0,5148.0,73914.0,8317.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,FF,DE,,,,,BB,PS,,8,68024.0,68024.0,0.0,7000.0,61024.0,10002.0,0.0,0.0,0.0,143.0,0.0,0.0,143.0,0.0,DO,FF,,,,0,WL,,,3,WELLINGTON,Missing,JOSEPH BONAPARTE,JOURDAN,Missing
134,1,HD,PD,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,1.0,6.0,7.6,R,M,,D,S,T,F,T,120000.0,120000.0,0.0,28000.0,92000.0,28000.0,0.0,0.0,0.0,587.0,0.0,0.0,13.0,0.0,FF,,,EE,LF,,PP,,,7,120000.0,120000.0,0.0,40000.0,80000.0,18000.0,0.0,0.0,0.0,640.0,0.0,0.0,40.0,0.0,DO,FF,,,,0,RR,WD,,6,NAPOLEON,Missing,KUTUSOV,Missing,Missing
135,0,HD,,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,R,M,,D,S,T,$,T,93000.0,93000.0,0.0,18000.0,75000.0,25000.0,0.0,0.0,0.0,500.0,0.0,0.0,,0.0,FF,,,,,,RR,WD,,4,120000.0,45000.0,75000.0,22000.0,98000.0,7500.0,0.0,0.0,0.0,250.0,0.0,0.0,,0.0,DO,FF,,,,0,PP,,,6,WITTGENSTEIN,BLUECHER,NAPOLEON,Missing,Missing
136,1,HD,PD,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,10.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.58333333333333,9.6,11.2,R,M,,W,L,T,$,T,199000.0,115000.0,84000.0,25000.0,174000.0,15000.0,0.0,0.0,0.0,300.0,0.0,0.0,,0.0,FF,EE,RR,,,,PP,,,6,97000.0,97000.0,0.0,20000.0,77000.0,26000.0,0.0,0.0,0.0,450.0,0.0,0.0,,0.0,DD,,,,,0,WD,,,4,NAPOLEON,Missing,WITTGENSTEIN,BLUECHER,Missing
137,1,HD,PD,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2.04166666666667,13.0,13.0,R,M,,D,S,T,S,T,170000.0,158000.0,12000.0,40000.0,130000.0,20000.0,0.0,0.0,0.0,400.0,0.0,0.0,40.0,0.0,FF,,,,,,RR,WD,,3,120000.0,70000.0,50000.0,10000.0,110000.0,10000.0,0.0,0.0,0.0,250.0,0.0,0.0,,0.0,DO,DE,,,,0,PP,,,6,SCHWARZENBERG,Missing,NAPOLEON,Missing,Missing
138,0,HD,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,12.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0625,13.6,20.8,R,M,,D,S,T,F,T,365000.0,200000.0,165000.0,65000.0,300000.0,60000.0,0.0,0.0,0.0,1384.0,0.0,0.0,,0.0,FF,,,,,,RR,WD,,7,196200.0,177500.0,18700.0,60000.0,136200.0,30000.0,0.0,0.0,0.0,717.0,0.0,0.0,325.0,0.0,DO,PP,,,,0,PP,,,5,SCHWARZENBERG,Missing,NAPOLEON,Missing,Missing
139,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,4.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91666666666667,1.6,3.2,R,M,,D,S,T,F,T,60000.0,30000.0,30000.0,5000.0,55000.0,12000.0,0.0,0.0,0.0,140.0,0.0,0.0,5.0,0.0,FF,EE,LF,,,,BB,PS,,7,40000.0,40000.0,0.0,15000.0,25000.0,7000.0,0.0,0.0,0.0,138.0,0.0,0.0,,0.0,DD,,,,,0,WD,,,3,NAPOLEON,Missing,WREDE,Missing,Missing
140,2,HD,PD,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,,0.0,1.0,4.8,9.6,R,M,,W,H,T,W,T,110000.0,78000.0,32000.0,6000.0,104000.0,,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,FF,,,,,,PP,,,8,40000.0,40000.0,0.0,6000.0,34000.0,,0.0,0.0,0.0,70.0,0.0,0.0,50.0,0.0,DO,FF,,,,0,RR,WD,,7,BLUECHER,Missing,NAPOLEON,Missing,Missing
141,0,HD,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,6.4,10.4,R,M,,D,S,T,$,T,47600.0,37600.0,10000.0,6000.0,41600.0,,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,FF,,,,,,PP,RR,WD,4,85000.0,85000.0,0.0,4000.0,81000.0,,0.0,0.0,0.0,150.0,0.0,0.0,,0.0,DO,FF,,,,0,PP,,,7,NAPOLEON,Missing,BLUECHER,Missing,Missing
142,0,HD,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.04166666666667,4.8,4.8,R,M,,D,S,T,$,T,80000.0,20000.0,60000.0,3000.0,77000.0,,0.0,0.0,0.0,150.0,0.0,0.0,,0.0,FF,,,,,,PP,WD,,7,30000.0,18000.0,12000.0,5000.0,25000.0,9000.0,0.0,0.0,0.0,40.0,0.0,0.0,,0.0,DO,FF,,,,0,,,,4,SCHWARZENBERG,Missing,NAPOLEON,Missing,Missing
143,0,HD,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,R,M,,W,L,T,S,T,67567.0,49567.0,18000.0,12000.0,55567.0,13737.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,FF,,,EE,RR,,PP,PS,,7,82895.0,82895.0,0.0,18000.0,64895.0,8630.0,0.0,0.0,0.0,216.0,0.0,0.0,21.0,0.0,DD,,,,,0,WD,,,4,NAPOLEON,Missing,BLUECHER,Missing,Missing
144,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,R,M,,W,L,T,S,T,26741.0,26741.0,0.0,4500.0,22241.0,6106.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,FF,,,,,,RR,SS,,6,33765.0,8000.0,25765.0,4500.0,29265.0,2500.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,DD,,,,,0,SS,WD,,7,NEY,Missing,WELLINGTON,Missing,Missing
145,1,HD,PD,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,,1,0.0,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,1.0,4.0,6.4,R,M,,W,L,T,S,T,68265.0,68265.0,0.0,25000.0,43265.0,15489.0,0.0,0.0,0.0,266.0,0.0,0.0,220.0,0.0,FF,,,,,,RR,WL,,3,137547.0,68000.0,69547.0,22500.0,115047.0,23880.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,DO,FF,EE,,,0,PP,PS,,8,NAPOLEON,Missing,WELLINGTON,BLUECHER,Missing
146,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,F,W,,D,S,T,F,T,3500.0,3500.0,0.0,29.0,3471.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,FF,,,EE,RF,,PP,PS,,7,1800.0,1800.0,0.0,668.0,1132.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,DD,,,,,0,WL,,,1,HARRISON,Missing,PROCTOR,Missing,Missing
147,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.6,R,M,,D,S,T,S,T,2100.0,2100.0,0.0,604.0,1496.0,200.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,FF,,,,,,RR,WL,,2,2650.0,2650.0,0.0,335.0,2315.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,DO,FF,DE,,,0,PP,,,6,RIALL,Missing,BROWN,Missing,Missing
148,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.7,R,M,,D,S,T,S,T,2000.0,700.0,1300.0,860.0,1140.0,,0.0,0.0,0.0,16.0,0.0,0.0,,0.0,FF,EE,LF,,,,SS,WL,,3,3000.0,1700.0,1300.0,878.0,2122.0,,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,DD,,,,,0,,,,4,BROWN,Missing,DRUMMOND,Missing,Missing
149,0,PD,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,1.0,2.3,3.0,F,M,,D,S,T,W,T,6000.0,6000.0,0.0,2600.0,3400.0,,0.0,0.0,0.0,24.0,0.0,0.0,,0.0,FF,,,,,,RR,WL,,3,3200.0,3200.0,0.0,71.0,3129.0,,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,DD,,,,,0,,,,8,PAKENHAM,Missing,JACKSON,Missing,Missing
150,0,HD,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,1.5,R,M,,D,S,T,W,T,3000.0,3000.0,0.0,66.0,2934.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FF,,,,,,BB,PS,,9,3000.0,3000.0,0.0,1800.0,1200.0,400.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,DD,,,,,0,WL,,,3,BOLIVAR,Missing,BARREIRO,Missing,Missing
151,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.2,2.5,R,M,,D,S,T,W,T,6400.0,6400.0,0.0,200.0,6200.0,2500.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,FF,,,EE,RF,,BB,PS,,9,5180.0,5180.0,0.0,2908.0,2272.0,1700.0,0.0,0.0,0.0,,0.0,0.0,,0.0,DD,,,,,0,WL,,,4,BOLIVAR,Missing,LA TORRE,Missing,Missing
152,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,7.5,7.5,G,M,,D,S,T,F,T,1800.0,1800.0,0.0,531.0,1269.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,FF,,,EE,RF,,PP,,,7,2200.0,2200.0,0.0,250.0,1950.0,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,DD,,,,,0,WD,,,6,BOLIVAR,Missing,GARCIA,Missing,Missing
153,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,G,M,,D,S,T,F,T,2500.0,2500.0,0.0,590.0,1910.0,300.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,FF,,,,,,RR,WL,,3,2400.0,2400.0,0.0,340.0,2060.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,DO,FF,,,,0,PS,,,8,AYMERICH,Missing,SUCRE,Missing,Missing
154,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4,1.4,F,M,,D,S,T,W,T,2000.0,2000.0,0.0,145.0,1855.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,FF,EE,RF,,,,BB,PS,,9,2000.0,2000.0,0.0,464.0,1536.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,DO,FF,,,,0,RR,WD,,3,BOLIVAR,Missing,CANTERAC,Missing,Missing
155,0,HD,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,R,M,,D,S,T,S,T,9310.0,9310.0,0.0,2500.0,6810.0,,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,FF,,,EE,LF,,RR,WL,,2,5780.0,5780.0,0.0,919.0,4861.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DO,EE,LF,,,0,PS,,,9,LA SERNA,Missing,SUCRE,Missing,Missing
156,0,HD,,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3,1,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.3,0.2,F,M,,D,S,T,$,T,743.0,743.0,0.0,39.0,704.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FF,,,,,,BB,PS,,9,1600.0,1600.0,0.0,1600.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,DD,,,,,0,AA,,,1,HOUSTON,Missing,SANTA ANNA,Missing,Missing
157,0,HD,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,1.6,F,B,,D,S,H,$,T,2288.0,2288.0,0.0,48.0,2240.0,,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,FF,,,,,,PP,,,6,6000.0,6000.0,0.0,400.0,5600.0,1000.0,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,DO,DE,,,,0,RR,WD,,2,TAYLOR,Missing,ARISTA,Missing,Missing
158,0,HD,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.7,1,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,2.7,F,M,,D,S,H,$,T,1700.0,1700.0,0.0,122.0,1578.0,,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,FF,,,,,,PP,PS,,7,5600.0,5600.0,0.0,600.0,5000.0,,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,DD,,,,,0,WL,,,1,TAYLOR,Missing,ARISTA,Missing,Missing
159,0,HD,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.625,7.0,13.0,G,B,,W,L,T,W,T,14000.0,14000.0,0.0,2000.0,12000.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,FF,,,EE,LR,,RR,WD,,2,4759.0,4759.0,0.0,746.0,4013.0,1018.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,DD,,,,,0,,,,6,SANTA ANNA,Missing,TAYLOR,Missing,Missing
160,0,PD,,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0,0.0,0.0,,0.0,1.79166666666667,2.4,4.0,G,M,,D,S,H,$,T,8500.0,8500.0,0.0,431.0,8069.0,,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,FF,,,EE,,,BB,,,8,12000.0,12000.0,0.0,4000.0,8000.0,,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,DD,,,,,0,WL,,,1,SCOTT,Missing,SANTA ANNA,Missing,Missing
161,0,PD,,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,2.5,2.7,G,B,,D,S,H,S,T,4500.0,4500.0,0.0,60.0,4440.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,FF,,,EE,LR,,BB,PS,,9,4000.0,4000.0,0.0,1513.0,2487.0,,0.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,DD,,,,,0,WL,,,1,PILLOW,Missing,VALENCIA,Missing,Missing
162,0,PD,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,11.2,1,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,0.0,1.1875,2.0,1.1,F,B,,D,S,H,S,T,8497.0,8497.0,0.0,996.0,7501.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,FF,,,EE,RR,,BB,PS,,7,10500.0,10500.0,0.0,3124.0,7376.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,DD,,,,,0,WL,,,2,SCOTT,Missing,SANTA ANNA,Missing,Missing
163,0,PD,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8,1,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,,0.0,1.0,1.6,1.0,R,M,,D,S,H,F,T,3100.0,3100.0,0.0,792.0,2308.0,300.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,FF,,,EE,LF,,BB,PS,,7,12000.0,12000.0,0.0,2700.0,9300.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,DD,,,,,0,WL,,,2,WORTH,Missing,SANTA ANNA,Missing,Missing
164,0,FD,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.5,1,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.8,3.5,G,M,,D,S,H,F,T,7180.0,7180.0,0.0,863.0,6317.0,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,FF,,,EE,RR,,BB,PS,,9,15000.0,15000.0,0.0,1800.0,13200.0,,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,DD,,,,,0,WD,,,2,SCOTT,Missing,SANTA ANNA,Missing,Missing
165,1,HD,PD,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,10.0,11.0,R,B,,D,S,T,F,T,65000.0,65000.0,0.0,2562.0,62438.0,1000.0,0.0,0.0,0.0,136.0,0.0,0.0,,0.0,FF,,,,,,PP,,,6,36400.0,36400.0,0.0,5709.0,30691.0,3400.0,0.0,0.0,0.0,118.0,0.0,0.0,,0.0,DD,,,,,0,WD,,,3,RAGLAN,SAINT-ARNAUD,MENSHIKOV,Missing,Missing
166,0,PD,,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,2.5,2.5,R,B,,W,H,C,F,T,42000.0,42000.0,0.0,15187.0,26813.0,,0.0,0.0,0.0,106.0,0.0,0.0,,0.0,FF,,,,,,RR,WD,,3,16000.0,8500.0,7500.0,4105.0,11895.0,,0.0,0.0,0.0,56.0,0.0,0.0,,0.0,DO,FF,,,,0,,,,5,MENSHIKOV,Missing,RAGLAN,CANROBERT,Missing
167,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,6.0,F,B,,D,S,H,S,T,48090.0,48090.0,0.0,4530.0,43560.0,1207.0,0.0,0.0,0.0,87.0,0.0,0.0,,0.0,FF,,,,,,PP,,,5,61618.0,61618.0,0.0,10236.0,51382.0,3435.0,0.0,0.0,0.0,152.0,0.0,0.0,,0.0,DO,FF,,EE,,0,WD,,,3,NAPOLEON III,Missing,GYULAI,Missing,Missing
168,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,R,M,,D,S,H,S,T,143000.0,143000.0,0.0,17400.0,125600.0,15000.0,0.0,0.0,0.0,420.0,0.0,0.0,,0.0,FF,,,,,,PP,,,5,130000.0,130000.0,0.0,21800.0,108200.0,,0.0,0.0,0.0,536.0,0.0,0.0,,0.0,DO,FF,,,,0,RR,WD,,3,NAPOLEON III,Missing,FRANZ JOSEPH I,Missing,Missing
169,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,24.0,R,M,,W,H,T,S,T,220000.0,105000.0,115000.0,9200.0,210800.0,27000.0,0.0,0.0,0.0,780.0,0.0,0.0,,0.0,DE,FF,,,,,PP,,,7,215000.0,215000.0,0.0,44300.0,170700.0,24000.0,0.0,0.0,0.0,770.0,0.0,0.0,187.0,0.0,DO,FF,,,,0,RR,WD,,5,MOLTKE,Missing,BENEDEK,Missing,Missing
170,0,HD,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,R,M,,D,S,T,S,T,90000.0,,,8100.0,81900.0,7000.0,0.0,0.0,0.0,192.0,0.0,0.0,14.0,0.0,FF,,,,,,RR,WD,,3,75000.0,75000.0,0.0,5600.0,69400.0,,0.0,0.0,0.0,172.0,0.0,0.0,,0.0,DO,FF,,,,0,,,,6,LA MARMORA,Missing,ARCHDUKE ALBERT,Missing,Missing
171,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.0,R,M,,D,S,T,S,T,35000.0,35000.0,0.0,2896.0,32104.0,,0.0,0.0,0.0,55.0,0.0,0.0,27.0,0.0,EE,LF,,FF,,,RR,WD,,4,32500.0,30500.0,2000.0,1982.0,30518.0,1300.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,DO,,,,,0,,,,6,MACDOWELL,Missing,BEAUREGARD,JOHNSTON,Missing
172,0,HD,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.4,R,M,,D,S,T,S,T,5400.0,5400.0,0.0,1235.0,4165.0,,0.0,0.0,0.0,16.0,0.0,0.0,5.0,0.0,FF,,,EE,LR,,RR,WD,,5,10175.0,10175.0,0.0,1095.0,9080.0,,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,DO,,,,,0,,,,6,LYON,Missing,MCCULLOCH,Missing,Missing
