isqno,postype,post1,post2,front,depth,time,aeroa,surpa,cea,leada,trnga,morala,logsa,momnta,intela,techa,inita,wina,kmda,crit,quala,resa,mobila,aira,fprepa,wxa,terra,leadaa,plana,surpaa,mana,logsaa,fortsa,deepa,duration1,wofa,wofd,terra1,terra2,terra3,wx1,wx2,wx3,wx4,wx5,attacker_str,attacker_instst,attacker_rerp,attacker_cas,attacker_finst,attacker_cav,attacker_tank,attacker_lt,attacker_mbt,attacker_arty,attacker_fly,attacker_ctank,attacker_carty,cfly_x,attacker_pri1,attacker_pri2,attacker_pri3,attacker_sec1,attacker_sec2,attacker_sec3,attacker_reso1,attacker_reso2,attacker_reso3,attacker_ach,defender_str,defender_instst,defender_rerp,defender_cas,defender_finst,defender_cav,defender_tank,defender_lt,defender_mbt,defender_arty,defender_fly,defender_ctank,defender_carty,cfly_y,defender_pri1,defender_pri2,defender_pri3,defender_sec1,defender_sec2,defender_sec3,defender_reso1,defender_reso2,defender_reso3,defender_ach,att_comm1,att_comm2,def_comm1,def_comm2,def_comm3
377,0,FD,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,R,M,,D,O,T,F,T,5461.0,5461.0,0.0,242.0,5219.0,0.0,10.0,10.0,0.0,36.0,,,,,FF,,,,,,PP,,,7,2587.0,,,250.0,2337.0,0.0,0.0,0.0,0.0,33.0,,,,,DD,,,,,0,WD,,,4,LCOL COPPOCK,Missing,MAJ PLEHWE,Missing,Missing
378,0,FD,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.5,2,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,1.0,0.8,0.8,R,M,,D,O,T,F,T,5022.0,5022.0,0.0,301.0,4721.0,0.0,3.0,3.0,0.0,32.0,,,,,FF,,,,,,PP,,,6,3335.0,3335.0,0.0,173.0,3162.0,0.0,0.0,0.0,0.0,36.0,,0.0,,,DD,,,,,0,WD,,,5,COL ERICKSON,Missing,LCOL IHLENFELD,Missing,Missing
379,0,FD,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.3,2,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,2.0,0.9,0.9,R,M,,D,O,T,F,T,4778.0,4778.0,0.0,132.0,4646.0,0.0,0.0,0.0,0.0,32.0,,0.0,,,FF,EE,RF,,,,PP,RR,SS,6,2925.0,2925.0,0.0,126.0,2799.0,0.0,0.0,0.0,0.0,22.0,,0.0,,,DD,,,,,0,WD,SS,,5,COL HUNT,Missing,MAJ BRUNS,Missing,Missing
380,0,FD,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,1,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,1.0,0.9,0.9,R,M,,D,O,T,F,T,2950.0,2950.0,0.0,109.0,2841.0,0.0,0.0,0.0,0.0,32.0,,0.0,,,FF,DE,,,,,PP,,,7,2563.0,2563.0,0.0,250.0,2313.0,0.0,0.0,0.0,0.0,31.0,,0.0,,,DO,FF,,,,0,RR,WD,,4,MAJ RYDER,Missing,MAJ KRAUSE,Missing,Missing
381,2,PD,DL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,1.0,1.0,16.5,1,,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,2.0,169.0,169.0,R,M,,D,O,T,F,T,600000.0,600000.0,,30426.0,,0.0,,,,,,,,,FF,,,,,,PP,,,6,380140.0,380140.0,,29491.0,,0.0,,,,,,,275.0,,DD,,,,,0,WD,,,4,GEN PERSHING,Missing,GEN GALLWITZ,Missing,Missing
382,2,PD,DL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,1.0,0.5,0.5,R,M,,W,H,T,F,T,1210.0,1210.0,0.0,25.0,1185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FF,,,,,,PP,,,8,296.0,296.0,0.0,30.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DD,,,,,0,WD,,,4,MAJ RYDER,Missing,LG LEWINSKI,Missing,Missing
383,2,PD,DL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.9,1,,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,1.0,1.1,1.1,R,M,,W,L,T,F,T,1989.0,1989.0,0.0,110.0,1879.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,FF,,,,,,PP,,,6,1655.0,1655.0,0.0,182.0,1473.0,0.0,0.0,0.0,0.0,24.0,,0.0,,,DD,,,,,0,WD,,,4,COL HARREL,Missing,GEN HANSTEIN,Missing,Missing
384,0,FD,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,144.0,144.0,R,M,,W,H,T,S,T,840000.0,,,150000.0,690000.0,0.0,,0.0,0.0,7500.0,,0.0,70.0,,FF,,,,,,RR,SS,,4,784000.0,,,69079.0,714921.0,0.0,,0.0,0.0,7043.0,,0.0,,,DO,FF,,,,0,PP,SS,,7,ARCHDUKE EUGENE,Missing,GEN DIEZ,Missing,Missing
385,0,FD,,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,70.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,,0.0,2.0,24.0,24.0,R,B,,D,S,T,F,T,51170.0,51170.0,0.0,3378.0,47792.0,0.0,0.0,0.0,0.0,384.0,200.0,0.0,,,FF,,,EE,LF,,BB,PS,,9,18250.0,18250.0,0.0,7000.0,11250.0,0.0,0.0,0.0,0.0,150.0,10.0,0.0,,,DD,,,,,0,WL,,,3,GEN ALLENBY,Missing,GEN LIMAN VON SANDERS,Missing,Missing
386,1,PD,FD,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,12.0,1,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,,,3.14583333333333,90.0,90.0,F,D,,D,S,T,S,T,124000.0,124000.0,0.0,2940.0,121060.0,0.0,515.0,,,558.0,,50.0,15.0,41.0,EE,LR,,FE,,,PP,RR,WD,5,120000.0,120000.0,0.0,1750.0,118250.0,0.0,450.0,,,576.0,2680.0,67.0,0.0,68.0,DO,EE,RR,,,0,SS,,,7,GFM ROMMEL,Missing,LG MONTGOMERY,Missing,Missing
387,0,FD,,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,26.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,2.0,61.0,61.0,F,D,,D,S,T,F,T,220476.0,220476.0,0.0,13560.0,206916.0,0.0,1037.0,119.0,918.0,908.0,11586.0,500.0,2.0,97.0,FF,,,FE,,,BB,PS,,8,105223.0,105223.0,0.0,15995.0,89228.0,0.0,593.0,51.0,542.0,592.0,3120.0,591.0,197.0,84.0,DO,FF,,,,0,RR,WL,,4,LG MONTGOMERY,Missing,GFM ROMMEL,Missing,Missing
388,0,FD,,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,2.0,61.0,61.0,F,D,,D,S,T,F,T,220476.0,220476.0,0.0,6140.0,214336.0,0.0,1037.0,119.0,918.0,908.0,,302.0,2.0,16.0,FF,,,FE,,,PP,SS,,7,105223.0,105223.0,0.0,3695.0,101528.0,0.0,593.0,51.0,542.0,592.0,,127.0,,12.0,DO,FF,,,,0,RR,SS,,6,LG MONTGOMERY,Missing,GENS STUMM,THOMA,Missing
389,0,FD,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,2.0,61.0,61.0,F,D,,D,S,T,F,T,214336.0,214336.0,0.0,3000.0,211336.0,0.0,745.0,88.0,657.0,906.0,,38.0,,,FF,,,,,,PP,SS,,7,101528.0,101528.0,0.0,4500.0,97028.0,0.0,470.0,,352.0,,,180.0,,,DO,FF,,,,0,RR,SS,,6,LG MONTGOMERY,Missing,FM ROMMEL,Missing,Missing
390,0,FD,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,2.0,61.0,61.0,F,D,,D,S,T,F,T,211000.0,211000.0,0.0,4420.0,206580.0,0.0,700.0,,,906.0,,160.0,,,FF,,,,,,BB,PS,,9,97000.0,97000.0,0.0,7800.0,89200.0,0.0,310.0,,,,,284.0,,,DD,,,,,0,WL,,,5,LG MONTGOMERY,Missing,FM ROMMEL,Missing,Missing
391,0,HD,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,1,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1.0,0.6,1.6,R,D,,D,S,T,F,T,465.0,465.0,0.0,27.0,438.0,0.0,13.0,0.0,13.0,0.0,0.0,9.0,0.0,0.0,FF,,,,,,RR,WD,,3,188.0,188.0,0.0,21.0,167.0,0.0,25.0,25.0,0.0,3.0,0.0,7.0,0.0,0.0,DO,DE,,,,0,PS,,,8,COL BROICH,Missing,LCOL WATERS,Missing,Missing
392,0,HD,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1,0.0,,1.0,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.48958333333333,25.0,25.0,R,D,,D,S,T,$,T,10300.0,10300.0,0.0,450.0,9850.0,0.0,103.0,7.0,96.0,62.0,123.0,42.0,,4.0,FF,,,,,,RR,WD,,5,22019.0,22019.0,0.0,203.0,21816.0,0.0,75.0,0.0,75.0,124.0,,31.0,5.0,,DD,,,,,0,,,,7,GEN BROICH,Missing,MG ALLEN,Missing,Missing
393,0,FD,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,44.0,1,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,32.0,32.0,G,M,,D,S,T,$,T,24098.0,24098.0,,1120.0,,0.0,94.0,22.0,72.0,100.0,75.0,,0.0,0.0,FF,,,,,,BB,PS,,7,5000.0,5000.0,,605.0,,0.0,5.0,0.0,5.0,34.0,,5.0,,,DD,,,,,0,WD,,,4,MG EDDY,Missing,LG BULOVIUS,Missing,Missing
394,2,HD,PD,0.0,0.0,0.0,1.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.9,2,,0.0,0.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,13.0,13.0,R,M,,D,S,T,F,T,12917.0,12917.0,0.0,1154.0,11763.0,0.0,0.0,0.0,0.0,138.0,131.0,0.0,,,FF,,,,,,PP,SS,,5,4250.0,4250.0,0.0,100.0,4150.0,0.0,128.0,0.0,128.0,56.0,115.0,,,,DO,EE,RF,,,0,,,,4,MG GRAHAM,Missing,MG SIKENIUS,Missing,Missing
395,2,HD,PD,0.0,0.0,0.0,1.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.9,1,,0.0,0.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,6.0,6.0,R,M,,D,S,T,F,T,12917.0,12917.0,0.0,1530.0,11387.0,0.0,0.0,0.0,0.0,138.0,131.0,0.0,,,FF,,,,,,PP,SS,,6,4250.0,4250.0,,120.0,,0.0,38.0,0.0,38.0,46.0,115.0,,,,DO,EE,LF,,,0,RR,SS,,4,MG HAWKESWORTH,Missing,MG SIKENIUS,Missing,Missing
396,2,HD,PD,0.0,0.0,0.0,1.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7,2,,,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,R,M,,D,S,T,F,T,12447.0,12447.0,0.0,251.0,12196.0,0.0,106.0,17.0,89.0,82.0,18.0,1.0,,,FF,,,,,,PP,SS,,5,8390.0,8390.0,0.0,60.0,8330.0,0.0,78.0,0.0,78.0,90.0,7.0,,,,DO,,,,,0,,,,6,MG MIDDLETON,Missing,MG SIKENIUS,Missing,Missing
397,0,HD,,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1,1.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.8,4.8,R,M,,D,S,T,F,T,14730.0,14730.0,,1112.0,,0.0,89.0,0.0,89.0,108.0,112.0,,,,FF,,,,,,PP,RR,SS,3,11230.0,11230.0,0.0,1639.0,9591.0,0.0,30.0,0.0,30.0,146.0,539.0,,,,DD,,,,,0,,,,7,MG SICKENIUS,Missing,MG GRAHAM,Missing,Missing
398,0,HD,,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1,1.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.5,14.5,R,M,,D,S,T,F,T,15000.0,15000.0,,900.0,,0.0,108.0,0.0,108.0,164.0,112.0,,,,FF,,,,,,PP,RR,SS,3,12917.0,12917.0,514.0,1164.0,12267.0,0.0,30.0,0.0,30.0,146.0,40.0,,,,DD,,,,,0,,,,7,MG SCHMALTZ,Missing,MG HAWKESWORTH,Missing,Missing
399,0,HD,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,1.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88888888888889,9.7,9.7,R,M,,D,S,T,F,T,14733.0,14733.0,,702.0,,0.0,98.0,0.0,98.0,106.0,24.0,,1.0,,FF,,,,,,PP,RR,SS,4,12691.0,12691.0,0.0,317.0,12374.0,0.0,106.0,17.0,89.0,112.0,170.0,,,,DD,,,,,0,,,,7,MG SICKENIUS,Missing,MG MIDDLETON,Missing,Missing
400,0,DL,,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.4,1,,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,12.0,R,M,,D,S,T,F,T,14730.0,14730.0,0.0,300.0,14430.0,0.0,97.0,4.0,93.0,152.0,94.0,,,,FF,,,,,,PP,,,7,6995.0,6995.0,,110.0,,0.0,58.0,0.0,58.0,80.0,31.0,,,,DD,,,,,0,WD,,,5,MG TEMPLER,Missing,MG LUETTWITZ,Missing,Missing
401,0,DL,,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.4,2,,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.5,7.5,R,M,,D,S,T,F,T,15576.0,15576.0,,386.0,,0.0,106.0,17.0,89.0,106.0,156.0,,0.0,,FF,,,,,,PP,,,6,6702.0,6702.0,,120.0,,0.0,59.0,0.0,59.0,80.0,10.0,,,,DD,,,,,0,WD,,,5,MG MIDDLETON,Missing,MG LUETTWITZ,Missing,Missing
402,0,PD,,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.5,14.5,R,M,,D,S,T,F,T,13300.0,13300.0,,400.0,,0.0,108.0,0.0,108.0,164.0,31.0,,,,FF,,,,,,RR,WD,,4,18912.0,18912.0,337.0,255.0,18994.0,0.0,96.0,4.0,92.0,152.0,33.0,,,,DD,,,,,0,,,,7,MG SCHMALTZ,Missing,MG HAWKESWORTH,Missing,Missing
403,0,PD,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.6,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,2.0,1.5,1.5,F,M,,D,S,T,F,T,14557.0,14557.0,,370.0,,0.0,158.0,3.0,155.0,68.0,0.0,,,0.0,RC,,,,,,PP,,,7,8068.0,8068.0,,80.0,,0.0,39.0,0.0,39.0,45.0,0.0,,,0.0,DO,FF,,,,0,RR,WD,,4,MG ERSKINE,Missing,MG RODT,Missing,Missing
404,0,DL,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.2,1,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,2.17708333333333,9.0,9.0,R,M,,D,S,T,F,T,18210.0,18210.0,,140.0,,0.0,106.0,17.0,89.0,104.0,8.0,,0.0,,RC,,,,,,PP,,,6,6435.0,6435.0,,52.0,,0.0,42.0,0.0,42.0,51.0,27.0,,,,DD,,,,,0,WD,,,3,MG RYDER,Missing,MG BAADE,Missing,Missing
405,0,PD,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,2.0,F,M,,D,S,T,F,T,16857.0,16857.0,0.0,420.0,16437.0,0.0,73.0,1.0,72.0,160.0,14.0,,,,RC,,,,,,RR,,,2,8000.0,8000.0,0.0,94.0,7906.0,0.0,22.0,0.0,22.0,59.0,0.0,,,0.0,DD,,,,,0,,,,8,BG LYNE,Missing,MG SCHMALTZ,Missing,Missing
406,0,PD,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.6,2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,9.6,9.6,F,M,,D,S,T,F,T,17765.0,17765.0,,500.0,,0.0,51.0,0.0,51.0,199.0,55.0,,,,RC,,,EE,RF,,PP,,,6,8158.0,8158.0,,40.0,,0.0,39.0,0.0,39.0,45.0,0.0,,,0.0,DO,FF,,,,0,RR,WD,,5,MG HAWKESWORTH,Missing,MG RODT,Missing,Missing
407,0,DL,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.6,2,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,8.0,8.0,G,M,,D,S,T,F,T,21265.0,21265.0,,133.0,,0.0,106.0,17.0,89.0,89.0,0.0,,0.0,0.0,FF,DE,,,,,PP,,,6,6435.0,6435.0,,130.0,,0.0,44.0,0.0,44.0,43.0,53.0,,,,DD,,,,,0,WD,,,5,MG MIDDLETON,Missing,MG LUETTWITZ,Missing,Missing
408,0,PD,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.8,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,,0.0,2.61458333333333,9.0,9.0,R,M,,D,S,T,F,T,18476.0,18476.0,,267.0,,0.0,106.0,17.0,89.0,113.0,33.0,,0.0,,RC,,,FE,,,PP,,,7,7250.0,7250.0,,76.0,,0.0,22.0,0.0,22.0,59.0,10.0,,,,DD,,,,,0,WD,,,3,MG TRUSCOTT,Missing,MG SCHMALTZ,Missing,Missing
409,0,DL,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.7,2,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,5.2,5.2,R,M,,W,L,T,F,T,17034.0,17034.0,,65.0,,0.0,106.0,17.0,89.0,101.0,54.0,,0.0,,FF,,,,,,PP,,,5,5152.0,5152.0,,103.0,,0.0,55.0,0.0,,51.0,116.0,,,,DD,,,,,0,WD,,,6,MG RYDER,Missing,MG BAADE,Missing,Missing
410,0,PD,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,9.0,9.0,F,M,,W,L,T,F,T,14600.0,14600.0,,125.0,,0.0,158.0,3.0,155.0,68.0,0.0,,,0.0,RC,,,,,,PP,,,6,8138.0,8138.0,,45.0,,0.0,40.0,0.0,40.0,45.0,0.0,,,0.0,DD,,,,,0,WD,,,5,MG ERSKINE,Missing,MG RODT,Missing,Missing
411,0,PD,,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1.0,2.4,2,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,2.0,9.0,9.0,R,M,,W,L,T,F,T,16400.0,16400.0,,200.0,,0.0,73.0,1.0,72.0,112.0,48.0,,,,FF,,,,,,PP,,,6,7239.0,7239.0,,66.0,,0.0,22.0,0.0,22.0,49.0,0.0,,,0.0,DD,,,,,0,WD,,,5,MG TEMPLER,Missing,MG SCHMALTZ,Missing,Missing
412,0,PD,,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3,2,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,9.0,9.0,R,M,,W,L,T,F,T,17500.0,17500.0,,220.0,,0.0,51.0,0.0,51.0,168.0,26.0,,,,RC,,,,,,PP,,,6,8128.0,8128.0,,138.0,,0.0,39.0,0.0,39.0,45.0,3.0,,,,DD,,,,,0,WD,,,5,MG HAWKESWORTH,Missing,MG RODT,Missing,Missing
413,0,PD,,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,1,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,2.0,6.4,6.4,F,M,,W,L,T,F,T,14000.0,14000.0,,75.0,,0.0,158.0,3.0,155.0,68.0,0.0,,,0.0,FF,,,,,,PP,SS,,3,8088.0,8088.0,,44.0,,0.0,39.0,0.0,39.0,45.0,0.0,,,0.0,DD,,,,,0,,,,7,MG ERSKINE,Missing,MG RODT,Missing,Missing
414,0,PD,,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,2,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,4.8,4.8,R,M,,D,S,T,F,T,16870.0,16870.0,,416.0,,0.0,106.0,17.0,89.0,92.0,83.0,,,,FF,,,,,,PP,,,6,6321.0,6321.0,,185.0,,0.0,30.0,0.0,30.0,41.0,48.0,,,,DO,FF,,,,0,PP,RR,WD,5,MG RYDER,Missing,MG BAADE,Missing,Missing
415,0,FD,,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,1,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,2.0,5.0,5.0,G,M,,W,L,T,F,T,19513.0,19513.0,,240.0,,0.0,45.0,1.0,44.0,160.0,90.0,,,,FF,,,,,,PP,RR,,3,6750.0,6750.0,,33.0,,0.0,38.0,0.0,38.0,41.0,14.0,,,,DD,,,,,0,,,,7,MG TEMPLER,Missing,MG RODT,Missing,Missing
416,0,FD,,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,2,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,2.0,6.0,6.0,G,M,,D,S,T,F,T,16600.0,16600.0,,361.0,,0.0,106.0,17.0,89.0,110.0,238.0,,1.0,,FF,,,EE,LF,,PP,RR,SS,5,6566.0,6566.0,,142.0,,0.0,54.0,0.0,54.0,50.0,48.0,,,,DD,,,,,0,,,,6,MG TRUSCOTT,Missing,MG BAADE,Missing,Missing
417,0,FD,,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.8,1,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,2.0,8.0,8.0,G,M,,W,L,T,F,T,17404.0,17404.0,,155.0,,0.0,106.0,17.0,89.0,110.0,18.0,2.0,0.0,,FF,,,FF,,,RR,,,3,6566.0,6566.0,,25.0,,0.0,54.0,0.0,54.0,50.0,146.0,,,,DD,,,,,0,,,,8,MG MIDDLETON,Missing,MG BAADE,Missing,Missing
418,2,HD,PD,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,G,M,,W,L,T,F,T,7942.0,7942.0,,34.0,,0.0,40.0,0.0,40.0,41.0,19.0,,,,FF,,,,,,RR,PP,,7,5200.0,5200.0,,310.0,,0.0,0.0,0.0,0.0,112.0,24.0,0.0,,,DD,,,,,0,WD,,,2,MG RODT,Missing,MG TEMPLER,Missing,Missing
419,0,FD,,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.9,2,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,2.0,4.5,4.5,G,M,,W,L,T,F,T,16350.0,16350.0,,165.0,,0.0,106.0,17.0,89.0,106.0,132.0,,0.0,,FF,EE,LF,FF,,,RR,PP,SS,5,7942.0,7942.0,,118.0,,0.0,42.0,0.0,42.0,53.0,58.0,,,,DO,FF,,,,0,RR,SS,,5,MG TRUSCOTT,Missing,MG BAADE,Missing,Missing
420,0,FD,,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2,,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,1.5625,2.0,2.0,G,M,,W,L,T,F,T,17765.0,17765.0,,250.0,,0.0,51.0,0.0,51.0,130.0,26.0,,,,FF,,,,,,PP,SS,,4,7588.0,7588.0,,20.0,,0.0,12.0,0.0,12.0,37.0,0.0,,,0.0,DD,,,,,0,,,,6,MG HAWKESWORTH,Missing,MG RODT,Missing,Missing
